No	Species	Species_ID	Functional_group	Family	Order	Sex	k	Linf_cm	Type_L	t0_yr	M_m	F_m	Z_m	M_method	Length_at_first_capture_cm	Length_at_recruitment_cm	L50_female_cm	A50_female_yr	Lifespan_yr	L50_Theo_cm	Exploited	In_ECS.SCS	Questionable	note	Ref_author	Ref_year	a_LW	b_LW	c_LW	note_LW	Sample_size	Growth_curve_fitting
748	Ilisha_elongata	153	Pelagic	Pristigasteridae	Clupeiformes	B	0.2155	66.2	FL	-0.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Zhang_Takita	2007	NA	NA	NA	NA	336	Non_linear
749	Ilisha_elongata	153	Pelagic	Pristigasteridae	Clupeiformes	B	0.37	53.13	FL	-0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Zhang_Takita	2007	NA	NA	NA	NA	1892	Non_linear
750	Thunnus_albacares	152	Pelagic	Scombridae	Scombriformes	B	0.52	175.9	FL	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Zhu	2011	1.68E-13	3.2466	NA	NA	387	Length_based
751	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	B	0.213	49.89	TL	-0.924	NA	NA	NA	NA	NA	NA	43.9	NA	NA	NA	Yes	No	No	NA	Abookire	2003	0.003	3.3163	NA	NA	154	Non_linear
752	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	F	0.12	60.01	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	371	Non_linear
753	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	M	0.15	52.84	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	534	Non_linear
754	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	F	0.17	57.4	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	157	Non_linear
755	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	M	0.2	51.17	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	229	Non_linear
756	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	F	0.14	58.3	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	950	Non_linear
757	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	M	0.17	52.04	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1150	Non_linear
758	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	F	0.14	58.52	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	582	Non_linear
759	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	M	0.18	51.73	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	689	Non_linear
760	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	F	0.14	49.55	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	189	Non_linear
761	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	M	0.18	45.68	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	255	Non_linear
762	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	F	0.18	50.3	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	106	Non_linear
763	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	M	0.24	45.38	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	93	Non_linear
764	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	F	0.17	50.35	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	306	Non_linear
765	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	M	0.21	46.39	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	280	Non_linear
766	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	F	0.15	53.68	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	35	Non_linear
767	Sebastes_entomelas	156	Pelagic	Sebastidae	Scorpaeniformes	M	0.19	47.56	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	35	Non_linear
768	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	F	0.17	55.05	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	572	Non_linear
769	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	M	0.22	43.6	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	455	Non_linear
770	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	F	0.15	55.89	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1781	Non_linear
771	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	M	0.25	39.67	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1498	Non_linear
772	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	F	0.18	51.34	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	473	Non_linear
773	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	M	0.26	39.59	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	472	Non_linear
774	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	F	0.14	55.47	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1603	Non_linear
775	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	M	0.2	42.42	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1559	Non_linear
776	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	F	0.15	57.23	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	437	Non_linear
777	Eopsetta_jordani	20	Demersal	Pleuronectidae	Pleuronectiformes	M	0.33	41.05	TL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	386	Non_linear
778	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	F	0.14	44.32	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	524	Non_linear
779	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	M	0.19	38.07	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	607	Non_linear
780	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	F	0.19	42.44	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	990	Non_linear
781	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	M	0.23	38.35	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1062	Non_linear
782	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	F	0.16	43.99	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	2680	Non_linear
783	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	M	0.21	38.82	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	3088	Non_linear
784	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	F	0.16	44.18	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	417	Non_linear
785	Sebastes_crameri	23	Demersal	Sebastidae	Scorpaeniformes	M	0.2	39.45	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	399	Non_linear
786	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	F	0.11	47.48	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1056	Non_linear
787	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	M	0.11	43.14	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	807	Non_linear
788	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	F	0.11	48.02	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	729	Non_linear
789	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	M	0.11	44.59	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	529	Non_linear
790	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	F	0.18	46.75	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	663	Non_linear
791	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	M	0.13	43.06	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	582	Non_linear
792	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	F	0.11	50.26	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1473	Non_linear
793	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	M	0.1	43.81	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1317	Non_linear
794	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	F	0.08	56.68	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	298	Non_linear
795	Microstomus_pacificus	154	Demersal	Pleuronectidae	Pleuronectiformes	M	0.11	44.24	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	462	Non_linear
796	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	F	0.27	60.87	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1277	Non_linear
797	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	M	0.34	54.81	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1414	Non_linear
798	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	F	0.34	63.27	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1127	Non_linear
799	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	M	0.43	56.04	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1422	Non_linear
800	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	F	0.43	63.85	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1246	Non_linear
801	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	M	0.46	56.59	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	1324	Non_linear
802	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	F	0.33	66.35	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	2220	Non_linear
803	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	M	0.39	57.77	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	2651	Non_linear
804	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	F	0.39	67.37	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	462	Non_linear
805	Anoplopoma_fimbria	157	Bathydemersal	Anoplopomatidae	Scorpaeniformes	M	0.48	59.01	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	569	Non_linear
806	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.06	31.3	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	774	Non_linear
807	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.06	30.4	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	732	Non_linear
808	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.06	32.3	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	219	Non_linear
809	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.06	32.5	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	224	Non_linear
810	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.07	34.3	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	208	Non_linear
811	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.07	33.6	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	176	Non_linear
812	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.07	36	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	336	Non_linear
813	Sebastes_aurora	149	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.08	35.2	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	347	Non_linear
814	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.1	27.8	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	412	Non_linear
815	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.12	24.96	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	439	Non_linear
816	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.15	30.19	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	173	Non_linear
817	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.13	27.77	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	189	Non_linear
818	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.13	30.89	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	182	Non_linear
819	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.16	27.53	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	240	Non_linear
820	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.14	31.65	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	415	Non_linear
821	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.14	29.41	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	436	Non_linear
822	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.14	35.42	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	52	Non_linear
823	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.17	30.76	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Gertseva	2017	NA	NA	NA	NA	55	Non_linear
824	Bathyraja_minispinosa	159	Elasmobranch	Arhynchobatidae	Rajiformes	B	0.02	146.9	TL	NA	NA	NA	NA	NA	NA	NA	67.4	NA	NA	NA	Yes	Yes	No	NA	Ainsley	2011	NA	NA	NA	NA	185	Non_linear
825	Scomberomorus_commerson	143	Pelagic	Scombridae	Scombriformes	B	0.28	173.6	FL	-0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Al-Hosni	1999	NA	NA	NA	NA	NA	Length_based
826	Coryphaenoides_acrolepis	160	Bathydemersal	Macrouridae	Gadiformes	F	0.024	37.2	PL	-1.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Andrews	1999	NA	NA	NA	NA	57	Non_linear
827	Coryphaenoides_acrolepis	160	Bathydemersal	Macrouridae	Gadiformes	M	0.04	26.8	PL	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Andrews	1999	NA	NA	NA	NA	62	Non_linear
828	Coryphaenoides_acrolepis	160	Bathydemersal	Macrouridae	Gadiformes	B	0.041	27.2	PL	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Andrews	1999	NA	NA	NA	NA	92	Non_linear
829	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.091	34.33	FL	-2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	399	Non_linear
830	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.117	30.04	FL	-1.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	430	Non_linear
831	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.125	32.95	FL	-1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	178	Non_linear
832	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.129	30.58	FL	-1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	339	Non_linear
833	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	F	0.084	38.91	FL	-3.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	174	Non_linear
834	Sebastes_diploproa	158	Bathydemersal	Sebastidae	Scorpaeniformes	M	0.105	33.84	FL	-3.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	306	Non_linear
835	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	F	0.118	66.11	FL	-0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	557	Non_linear
836	Sebastes_pinniger	155	Demersal	Sebastidae	Scorpaeniformes	M	0.178	55.72	FL	0.595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Boehlert	1980	NA	NA	NA	NA	817	Non_linear
837	Carcharhinus_plumbeus	161	Elasmobranch	Carcharhinidae	Carcharhiniformes	F	0.1	172.0720721	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	in_Carlson_2006;PCL:pre-caudal_length	Romine	2006	NA	NA	NA	NA	81	Non_linear
838	Carcharhinus_plumbeus	161	Elasmobranch	Carcharhinidae	Carcharhiniformes	M	0.12	155.9684685	FL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	in_Carlson_2006;PCL:pre-caudal_length	Romine	2006	NA	NA	NA	NA	105	Non_linear
839	Etmopterus_baxter	162	Elasmobranch	Etmopteridae	Squaliformes	F	0.04	68.13	TL	-4.51	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	Yes	No	No	in_Carlson_2006	Irvine	2006	NA	NA	NA	NA	NA	Non_linear
840	Etmopterus_baxter	162	Elasmobranch	Etmopteridae	Squaliformes	M	0.082	60.59	TL	-1.43	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	Yes	No	No	in_Carlson_2006	Irvine	2006	NA	NA	NA	NA	NA	Non_linear
841	Carcharhinus_plumbeus	161	Elasmobranch	Carcharhinidae	Carcharhiniformes	F	0.039	245.8	FL	-4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	in_Carlson_2006	McAuley	2006	NA	NA	NA	NA	NA	Non_linear
842	Carcharhinus_plumbeus	161	Elasmobranch	Carcharhinidae	Carcharhiniformes	M	0.044	226.3	FL	-4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	in_Carlson_2006	McAuley	2006	NA	NA	NA	NA	NA	Non_linear
843	Carcharhinus_plumbeus	161	Elasmobranch	Carcharhinidae	Carcharhiniformes	B	0.04	239.6	FL	-4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	in_Carlson_2006	McAuley	2006	NA	NA	NA	NA	NA	Non_linear
844	Isurus_oxyrinchus	123	Elasmobranch	Lamnidae	Lamniformes	F	0.076	325.293	TL	-3.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Cerna	2009	NA	NA	NA	NA	304	Non_linear
845	Isurus_oxyrinchus	123	Elasmobranch	Lamnidae	Lamniformes	M	0.087	296.604	TL	-3.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Cerna	2009	NA	NA	NA	NA	243	Non_linear
846	Isurus_oxyrinchus	123	Elasmobranch	Lamnidae	Lamniformes	B	0.085	306.198	TL	-3.193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Cerna	2009	NA	NA	NA	NA	547	Non_linear
847	Dasyatis_chrysonota	163	Elasmobranch	Dasyatidae	Myliobatiformes	F	0.07	91.34	WD	-4.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Cowley	1999	NA	NA	NA	NA	NA	Non_linear
848	Dasyatis_chrysonota	163	Elasmobranch	Dasyatidae	Myliobatiformes	M	0.17	53.18	WD	-3.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	No	No	NA	Cowley	1999	NA	NA	NA	NA	NA	Non_linear
849	Raja_binoculata	164	Elasmobranch	Rajidae	Rajiformes	F	NA	NA	TL	NA	NA	NA	NA	NA	NA	NA	148.6	NA	NA	NA	Yes	No	No	NA	Ebert	2008	NA	NA	NA	NA	318	NA
850	Raja_binoculata	164	Elasmobranch	Rajidae	Rajiformes	M	NA	NA	TL	NA	NA	NA	NA	NA	NA	NA	119.2	NA	NA	NA	Yes	No	No	NA	Ebert	2008	NA	NA	NA	NA	138	NA
851	Raja_rhina	165	Elasmobranch	Rajidae	Rajiformes	F	NA	NA	TL	NA	NA	NA	NA	NA	NA	NA	113.1	NA	NA	NA	Yes	No	No	NA	Ebert	2008	NA	NA	NA	NA	354	NA
852	Raja_rhina	165	Elasmobranch	Rajidae	Rajiformes	M	NA	NA	TL	NA	NA	NA	NA	NA	NA	NA	102.9	NA	NA	NA	Yes	No	No	NA	Ebert	2008	NA	NA	NA	NA	318	NA
853	Scomberomorus_commerson	143	Pelagic	Scombridae	Scombriformes	F	0.24	136.1	FL	-1.7	NA	NA	NA	NA	NA	NA	86.3	NA	NA	NA	Yes	Yes	No	NA	Grandcourt_b	2005	NA	NA	NA	NA	167	Non_linear
854	Scomberomorus_commerson	143	Pelagic	Scombridae	Scombriformes	M	0.22	125.6	FL	-2.3	NA	NA	NA	NA	NA	NA	72.8	NA	NA	NA	Yes	Yes	No	NA	Grandcourt_b	2005	NA	NA	NA	NA	110	Non_linear
855	Scomberomorus_commerson	143	Pelagic	Scombridae	Scombriformes	B	0.21	138.6	FL	-1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Yes	Yes	No	NA	Grandcourt_b	2005	NA	NA	NA	NA	277	Non_linear
